date,volume,open,high,low,close,adjusted_close
2025-11-24,162722018,60.1,60.1,59.45,59.55,59.55
2025-11-25,64411018,60.7,60.75,60.1,60.35,60.35
2025-11-26,75793554,61.1,61.5,61.0,61.35,61.35
2025-11-27,53852335,61.8,62.1,61.65,61.9,61.9
2025-11-28,68386478,61.95,62.4,61.85,62.35,62.35
2025-12-01,103003085,61.8,61.95,61.4,61.5,61.5
2025-12-02,43152711,61.8,62.2,61.65,61.7,61.7
2025-12-03,46546830,62.4,62.5,62.1,62.3,62.3
2025-12-04,40655322,62.4,62.5,62.0,62.2,62.2
2025-12-05,47277037,62.45,62.75,62.35,62.75,62.75
2025-12-08,78686347,63.0,63.7,62.95,63.7,63.7
2025-12-09,50671148,63.8,63.85,63.55,63.6,63.6
2025-12-10,66717948,63.7,64.2,63.65,64.05,64.05
2025-12-11,101197570,64.3,64.5,63.2,63.35,63.35
2025-12-12,60240146,63.55,63.8,63.3,63.45,63.45
2025-12-15,114939409,62.5,62.85,62.4,62.8,62.8
2025-12-16,169375708,62.1,62.25,61.7,62.25,62.25
2025-12-17,98504980,62.15,62.45,61.85,61.9,61.9
2025-12-18,117973409,61.8,62.1,61.55,61.9,61.9
2025-12-19,81027467,62.4,62.75,62.35,62.5,62.5
2025-12-22,93882538,63.3,63.45,63.05,63.4,63.4
2025-12-23,101867829,63.5,63.8,63.5,63.7,63.7
2025-12-24,64106420,63.95,64.05,63.75,63.85,63.85
2025-12-26,70816194,64.2,64.5,64.1,64.4,64.4
2025-12-29,86510015,64.65,65.35,64.6,65.25,65.25
2025-12-30,61058197,64.9,65.3,64.75,65.15,65.15
2025-12-31,71868485,65.1,65.85,64.9,65.6,65.6
2026-01-02,81135717,66.0,67.0,65.8,66.95,66.95
2026-01-05,232910010,68.1,70.05,68.05,69.5,69.5
2026-01-06,130176548,69.45,70.4,68.95,70.4,70.4
2026-01-07,122267721,70.4,70.45,69.7,69.85,69.85
2026-01-08,74866080,69.65,70.35,69.4,70.1,70.1
2026-01-09,113278257,69.8,70.25,68.9,69.85,69.85
2026-01-12,84346348,70.5,70.55,70.05,70.35,70.35
2026-01-13,103565147,71.1,71.2,70.3,70.7,70.7
2026-01-14,86322515,70.95,71.1,70.65,70.75,70.75
2026-01-15,97455363,70.7,70.7,70.15,70.65,70.65
2026-01-16,101069992,71.75,72.1,71.2,72.0,72.0
2026-01-19,122970595,71.7,72.8,71.45,72.6,72.6
2026-01-20,111046335,71.9,72.65,71.85,72.6,72.6
2026-01-21,173683092,71.8,72.5,71.7,71.85,71.85
2026-01-22,101703005,71.9,72.05,71.6,71.8,71.8
2026-01-23,70983017,72.1,72.3,71.8,72.25,72.25
2026-01-26,87992466,72.25,72.65,72.2,72.25,72.25
2026-01-27,73059634,72.4,73.15,72.35,73.05,73.05
2026-01-28,90901846,73.55,74.2,73.5,74.2,74.2
2026-01-29,119914950,74.4,74.5,73.5,73.75,73.75
2026-01-30,175275799,73.15,73.2,72.3,72.6,72.6
2026-02-02,234325396,71.55,71.75,70.9,71.5,71.5
2026-02-03,73734001,73.0,73.05,72.4,72.95,72.95
2026-02-04,59733704,72.4,73.15,72.3,72.9,72.9
2026-02-05,107575796,72.05,72.25,71.75,72.0,72.0
2026-02-06,110883112,71.4,72.25,70.8,71.9,71.9
2026-02-09,122340661,74.05,74.15,73.75,73.95,73.95
2026-02-10,102315945,74.65,75.5,74.6,75.5,75.5
2026-02-11,120639150,75.9,77.45,75.9,77.2,77.2
2026-02-23,227936939,78.45,78.45,77.2,77.4,77.4
2026-02-24,150367766,77.95,79.65,77.85,79.4,79.4
2026-02-25,167423484,80.35,81.8,80.25,81.1,81.1
2026-02-26,133517321,81.25,81.5,80.8,81.15,81.15
2026-03-02,224651381,79.5,80.8,79.15,80.35,80.35
2026-03-03,324317518,80.05,80.4,78.65,78.75,78.75
2026-03-04,505217770,77.4,77.45,75.5,75.6,75.6
2026-03-05,207004644,78.3,78.85,76.7,77.4,77.4
2026-03-06,151611764,76.8,77.3,76.3,76.85,76.85
2026-03-09,542230074,73.15,73.6,71.65,73.6,73.6
2026-03-10,173870150,75.9,76.25,74.3,75.2,75.2
2026-03-11,151798656,76.3,78.5,76.1,78.2,78.2
2026-03-12,131518817,77.1,77.6,76.35,76.6,76.6
2026-03-13,115111624,75.15,76.55,75.0,75.95,75.95
2026-03-16,105392137,76.3,76.7,75.45,75.6,75.6
2026-03-17,63986997,76.45,77.0,76.3,76.65,76.65
2026-03-18,78000193,77.75,78.05,77.45,77.8,77.8
2026-03-19,141733755,76.6,76.8,75.95,76.0,76.0
2026-03-20,72638922,76.2,76.4,75.5,75.9,75.9
2026-03-23,233385121,73.5,74.45,73.3,74.25,74.25
2026-03-24,90466270,75.5,75.6,73.8,74.4,74.4
2026-03-25,94344080,76.35,76.65,76.0,76.2,76.2
2026-03-26,80069071,76.3,76.85,75.6,75.8,75.8
2026-03-27,115798710,74.45,75.1,74.1,75.0,75.0
2026-03-30,175515568,73.3,74.05,72.8,73.9,73.9
2026-03-31,257738774,73.35,73.45,72.15,72.35,72.35
2026-04-01,130698663,75.0,75.6,74.6,75.45,75.45
2026-04-02,113976137,75.9,76.05,73.8,73.95,73.95
2026-04-07,80449813,75.15,75.45,74.65,75.3,75.3
2026-04-08,235675856,78.1,79.25,78.1,79.2,79.2
2026-04-09,95094893,79.3,79.4,78.8,79.15,79.15
2026-04-10,120838644,80.0,80.8,79.95,80.75,80.75
2026-04-13,91689847,80.6,81.0,80.4,80.6,80.6
2026-04-14,129128623,81.75,83.2,81.75,83.1,83.1
2026-04-15,127729350,84.1,85.1,83.8,84.15,84.15
2026-04-16,80696269,84.75,85.1,84.15,85.0,85.0
2026-04-17,101258031,84.2,84.5,84.0,84.15,84.15
2026-04-20,100551500,84.55,85.1,84.45,84.55,84.55
2026-04-21,75557759,85.5,86.1,85.0,86.0,86.0
2026-04-22,67544248,85.75,86.6,85.55,86.35,86.35
2026-04-23,156715780,87.65,88.8,85.15,86.35,86.35
2026-04-24,129885911,87.6,89.95,87.55,89.95,89.95
2026-04-27,192038103,92.7,94.25,92.7,93.0,93.0
2026-04-28,126301332,92.55,93.65,91.9,92.0,92.0
2026-04-29,103795530,90.7,91.5,90.0,90.75,90.75
2026-04-30,89209769,91.25,91.9,90.3,90.5,90.5
2026-05-04,125270935,92.5,94.65,92.4,94.6,94.6
2026-05-05,82851869,94.4,94.75,94.0,94.6,94.6
2026-05-06,111759164,96.05,96.9,94.7,95.75,95.75
2026-05-07,117152238,97.95,98.4,97.4,97.7,97.7
2026-05-08,131188123,97.35,97.7,95.85,97.0,97.0
2026-05-11,96606391,96.65,97.15,96.5,96.9,96.9
2026-05-12,102303450,96.85,97.35,95.5,96.85,96.85
2026-05-13,130654061,94.85,95.8,94.7,95.5,95.5
2026-05-14,57229209,96.9,97.2,95.75,96.05,96.05
2026-05-15,98132989,97.65,98.25,95.2,95.4,95.4
2026-05-18,118571453,94.0,95.2,93.3,94.9,94.9
2026-05-19,135939820,94.35,94.7,93.1,93.1,93.1
2026-05-20,121650308,93.0,93.5,92.45,92.5,92.5
2026-05-21,62215954,94.8,96.05,94.7,95.85,95.85
2026-05-22,64288280,96.3,97.3,96.0,97.3,97.3
2026-05-25,129483256,99.55,101.0,99.55,100.8,100.8
2026-05-26,93560313,101.6,101.8,100.1,100.1,100.1
2026-05-27,94959812,102.4,103.9,102.0,102.55,102.55
2026-05-28,152915695,104.0,104.25,100.1,100.5,100.5
2026-05-29,102355526,103.2,105.4,102.7,105.4,105.4
2026-06-01,135817122,105.25,106.7,104.5,105.5,105.5
2026-06-02,117160979,106.3,106.3,104.2,105.7,105.7
2026-06-03,79592362,107.3,107.85,107.1,107.6,107.6
2026-06-04,236782252,106.75,107.0,106.05,106.1,106.1
2026-06-05,337031371,105.0,105.35,102.8,104.15,104.15
2026-06-08,524952235,98.05,101.3,98.05,100.95,100.95
2026-06-09,246039378,102.1,103.6,101.35,103.5,103.5
2026-06-10,192916596,102.6,102.95,100.2,100.25,100.25
2026-06-11,299040372,100.0,100.55,97.6,99.85,99.85
2026-06-12,76563613,103.25,103.75,101.55,101.95,101.95
2026-06-15,100402843,105.1,105.5,104.3,105.25,105.25
2026-06-16,70824506,106.05,106.05,104.85,105.9,105.9
2026-06-17,100331952,105.0,106.0,104.5,106.0,106.0
2026-06-18,78557448,107.0,107.45,106.65,107.3,107.3
2026-06-22,116042256,109.45,111.2,109.45,111.15,111.15
2026-06-23,130786727,112.0,112.3,110.05,110.1,110.1
2026-06-24,235939737,108.0,108.1,106.15,107.15,107.15
2026-06-25,96345582,108.0,108.05,106.35,107.2,107.2
2026-06-26,291814760,105.4,105.85,102.8,103.1,103.1
2026-06-29,106661221,103.35,105.35,103.3,104.45,104.45
2026-06-30,107704452,106.85,108.25,106.75,107.8,107.8
2026-07-01,76131395,109.8,109.95,108.6,109.35,109.35
2026-07-02,73421155,107.2,108.95,106.9,108.8,108.8
2026-07-03,82436126,106.15,108.8,106.1,108.35,108.35
2026-07-06,75784190,109.05,109.6,107.7,108.25,108.25
2026-07-07,124629074,108.55,109.05,105.85,106.2,106.2
2026-07-08,96508356,106.4,106.6,105.05,106.05,106.05
2026-07-09,56650627,106.35,107.0,105.45,105.8,105.8
2026-07-13,71523037,107.0,107.55,105.7,106.0,106.0
2026-07-14,259927533,105.5,105.5,102.25,104.4,104.4
2026-07-15,110911495,105.3,106.45,104.65,106.3,106.3
2026-07-16,73088988,105.35,106.75,104.55,106.4,106.4
2026-07-17,520545951,102.9,103.05,100.0,100.15,100.15
2026-07-20,373784717,100.2,100.6,98.3,99.2,99.2
2026-07-21,95733411,100.0,102.5,99.85,102.5,102.5
2026-07-22,107935092,104.5,104.8,103.3,103.85,103.85
2026-07-23,54786484,104.25,104.8,102.9,103.9,103.9
2026-07-24,105138918,102.55,103.05,101.3,101.7,101.7
2026-07-27,109612623,101.3,101.6,100.05,101.45,101.45
2026-07-28,469130535,98.35,98.35,96.9,97.15,97.15
2026-07-29,546282926,96.95,97.0,91.8,93.7,93.7
2026-07-30,297963128,93.4,96.0,92.0,93.5,93.5
2026-07-31,345660955,100.0,102.85,99.8,102.85,102.85
2026-08-03,169497151,102.0,102.7,101.0,102.0,102.0
2026-08-04,121774200,100.65,102.25,99.75,100.65,100.65
2026-08-05,168906182,103.75,104.75,102.9,103.8,103.8
2026-08-06,78928810,103.25,103.7,102.55,103.3,103.3
2026-08-07,69373793,103.8,104.0,102.05,102.85,102.85
2026-08-10,82086387,103.9,104.75,103.5,104.25,104.25
2026-08-11,69314252,104.05,104.85,103.4,104.6,104.6
2026-08-12,64991356,105.0,105.25,104.45,105.2,105.2
2026-08-13,89418262,106.55,107.0,106.15,106.7,106.7
2026-08-14,81955573,107.1,107.5,106.05,106.4,106.4
2026-08-17,58016480,106.4,106.95,106.0,106.45,106.45
2026-08-18,66471402,106.45,106.45,104.85,104.9,104.9
2026-08-19,100818593,103.05,103.85,102.7,103.1,103.1
